392,돌연변이 물질,방어력 +10/HP 회복(소),35,,
393,특수 재료,회복 아이템 효과 +30%/장비 코스트 +5,40,,
394,건강의 비결,최대 HP를 전투중에만 상승시키고 상태이상 방지효과(소),40,,
395,믿는 힘,크리티컬 발생확률 증가/브레이크 상태일 때 주는 데미지 증가,37,,
396,약효 성분,상태이상 회복(독/치유 불가),40,,
397,무지개 빛,판매가 상승,63,,
398,악마를 지불,마족/불사 생물에 대한 데미지 증가,36,,
399,데몬 소울,브레이크 상태일 때 데미지 +20%/데미지의 일부만큼 HP 회복,48,,
401,드래곤 소울,모든 능력 +15/스킬 위력 +20%,36,,
402,생명의 약동,전투불능 회복/상태이상 회복(3개),40,,
